id,question_type,closest_source,layer,span_type,category,probability_mass
4,model_abstraction_and_breakdown,graph_graph,35,thinking,reasoning,0.0
4,model_abstraction_and_breakdown,graph_graph,35,thinking,answer,0.0
4,model_abstraction_and_breakdown,graph_graph,35,thinking,causal,0.0
4,model_abstraction_and_breakdown,graph_graph,35,thinking,uncertainty,0.0
4,model_abstraction_and_breakdown,graph_graph,35,thinking,contrast,0.0
4,model_abstraction_and_breakdown,graph_graph,35,answer,reasoning,0.0
4,model_abstraction_and_breakdown,graph_graph,35,answer,answer,0.0
4,model_abstraction_and_breakdown,graph_graph,35,answer,causal,0.0
4,model_abstraction_and_breakdown,graph_graph,35,answer,uncertainty,0.0
4,model_abstraction_and_breakdown,graph_graph,35,answer,contrast,0.0
4,model_abstraction_and_breakdown,graph_graph,36,thinking,reasoning,0.00021743
4,model_abstraction_and_breakdown,graph_graph,36,thinking,answer,0.00016975
4,model_abstraction_and_breakdown,graph_graph,36,thinking,causal,4.9e-06
4,model_abstraction_and_breakdown,graph_graph,36,thinking,uncertainty,2.775e-05
4,model_abstraction_and_breakdown,graph_graph,36,thinking,contrast,9.761e-05
4,model_abstraction_and_breakdown,graph_graph,36,answer,reasoning,9e-07
4,model_abstraction_and_breakdown,graph_graph,36,answer,answer,7.039e-05
4,model_abstraction_and_breakdown,graph_graph,36,answer,causal,1.933e-05
4,model_abstraction_and_breakdown,graph_graph,36,answer,uncertainty,4e-06
4,model_abstraction_and_breakdown,graph_graph,36,answer,contrast,8.1e-07
5,tradeoff_and_non_monotonicity,graph_graph,6,thinking,reasoning,0.0002446
5,tradeoff_and_non_monotonicity,graph_graph,6,thinking,answer,0.0002072
5,tradeoff_and_non_monotonicity,graph_graph,6,thinking,causal,0.00019301
5,tradeoff_and_non_monotonicity,graph_graph,6,thinking,uncertainty,0.0001589
5,tradeoff_and_non_monotonicity,graph_graph,6,thinking,contrast,0.00016791
5,tradeoff_and_non_monotonicity,graph_graph,6,answer,reasoning,0.00019748
5,tradeoff_and_non_monotonicity,graph_graph,6,answer,answer,0.00015368
5,tradeoff_and_non_monotonicity,graph_graph,6,answer,causal,0.00017956
5,tradeoff_and_non_monotonicity,graph_graph,6,answer,uncertainty,0.00015743
5,tradeoff_and_non_monotonicity,graph_graph,6,answer,contrast,0.00014354
5,tradeoff_and_non_monotonicity,graph_graph,7,thinking,reasoning,5e-08
5,tradeoff_and_non_monotonicity,graph_graph,7,thinking,answer,1e-08
5,tradeoff_and_non_monotonicity,graph_graph,7,thinking,causal,1e-07
5,tradeoff_and_non_monotonicity,graph_graph,7,thinking,uncertainty,9e-08
5,tradeoff_and_non_monotonicity,graph_graph,7,thinking,contrast,1.19e-06
5,tradeoff_and_non_monotonicity,graph_graph,7,answer,reasoning,0.00018957
5,tradeoff_and_non_monotonicity,graph_graph,7,answer,answer,0.0001464
5,tradeoff_and_non_monotonicity,graph_graph,7,answer,causal,0.00017693
5,tradeoff_and_non_monotonicity,graph_graph,7,answer,uncertainty,0.00014684
5,tradeoff_and_non_monotonicity,graph_graph,7,answer,contrast,0.00013702
5,tradeoff_and_non_monotonicity,graph_graph,8,thinking,reasoning,4e-08
5,tradeoff_and_non_monotonicity,graph_graph,8,thinking,answer,1e-08
5,tradeoff_and_non_monotonicity,graph_graph,8,thinking,causal,1.1e-07
5,tradeoff_and_non_monotonicity,graph_graph,8,thinking,uncertainty,8e-08
5,tradeoff_and_non_monotonicity,graph_graph,8,thinking,contrast,1.36e-06
5,tradeoff_and_non_monotonicity,graph_graph,8,answer,reasoning,0.00017085
5,tradeoff_and_non_monotonicity,graph_graph,8,answer,answer,0.00014857
5,tradeoff_and_non_monotonicity,graph_graph,8,answer,causal,0.0001774
5,tradeoff_and_non_monotonicity,graph_graph,8,answer,uncertainty,0.00014671
5,tradeoff_and_non_monotonicity,graph_graph,8,answer,contrast,0.00013052
5,tradeoff_and_non_monotonicity,graph_graph,9,thinking,reasoning,5e-08
5,tradeoff_and_non_monotonicity,graph_graph,9,thinking,answer,1e-08
5,tradeoff_and_non_monotonicity,graph_graph,9,thinking,causal,1e-07
5,tradeoff_and_non_monotonicity,graph_graph,9,thinking,uncertainty,9e-08
5,tradeoff_and_non_monotonicity,graph_graph,9,thinking,contrast,1.42e-06
5,tradeoff_and_non_monotonicity,graph_graph,9,answer,reasoning,0.00016663
5,tradeoff_and_non_monotonicity,graph_graph,9,answer,answer,0.00014399
5,tradeoff_and_non_monotonicity,graph_graph,9,answer,causal,0.00018307
5,tradeoff_and_non_monotonicity,graph_graph,9,answer,uncertainty,0.00014785
5,tradeoff_and_non_monotonicity,graph_graph,9,answer,contrast,0.00011961
5,tradeoff_and_non_monotonicity,graph_graph,10,thinking,reasoning,5e-08
5,tradeoff_and_non_monotonicity,graph_graph,10,thinking,answer,1e-08
5,tradeoff_and_non_monotonicity,graph_graph,10,thinking,causal,1.2e-07
5,tradeoff_and_non_monotonicity,graph_graph,10,thinking,uncertainty,1e-07
5,tradeoff_and_non_monotonicity,graph_graph,10,thinking,contrast,1.49e-06
5,tradeoff_and_non_monotonicity,graph_graph,10,answer,reasoning,0.00014609
5,tradeoff_and_non_monotonicity,graph_graph,10,answer,answer,0.00015244
5,tradeoff_and_non_monotonicity,graph_graph,10,answer,causal,0.00019598
5,tradeoff_and_non_monotonicity,graph_graph,10,answer,uncertainty,0.00015026
5,tradeoff_and_non_monotonicity,graph_graph,10,answer,contrast,0.00011575
5,tradeoff_and_non_monotonicity,graph_graph,35,thinking,reasoning,0.0
5,tradeoff_and_non_monotonicity,graph_graph,35,thinking,answer,0.0
5,tradeoff_and_non_monotonicity,graph_graph,35,thinking,causal,0.0
5,tradeoff_and_non_monotonicity,graph_graph,35,thinking,uncertainty,0.0
5,tradeoff_and_non_monotonicity,graph_graph,35,thinking,contrast,0.0
5,tradeoff_and_non_monotonicity,graph_graph,35,answer,reasoning,0.0
5,tradeoff_and_non_monotonicity,graph_graph,35,answer,answer,0.0
5,tradeoff_and_non_monotonicity,graph_graph,35,answer,causal,0.0
5,tradeoff_and_non_monotonicity,graph_graph,35,answer,uncertainty,0.0
5,tradeoff_and_non_monotonicity,graph_graph,35,answer,contrast,0.0
5,tradeoff_and_non_monotonicity,graph_graph,36,thinking,reasoning,0.00091395
5,tradeoff_and_non_monotonicity,graph_graph,36,thinking,answer,8.821e-05
5,tradeoff_and_non_monotonicity,graph_graph,36,thinking,causal,3.8e-06
5,tradeoff_and_non_monotonicity,graph_graph,36,thinking,uncertainty,8.443e-05
5,tradeoff_and_non_monotonicity,graph_graph,36,thinking,contrast,0.0003517
5,tradeoff_and_non_monotonicity,graph_graph,36,answer,reasoning,6.54e-06
5,tradeoff_and_non_monotonicity,graph_graph,36,answer,answer,0.00014182
5,tradeoff_and_non_monotonicity,graph_graph,36,answer,causal,0.0001572
5,tradeoff_and_non_monotonicity,graph_graph,36,answer,uncertainty,3.324e-05
5,tradeoff_and_non_monotonicity,graph_graph,36,answer,contrast,5.17e-06
6,tradeoff_and_non_monotonicity,qwen_thinking,6,thinking,reasoning,0.00025034
6,tradeoff_and_non_monotonicity,qwen_thinking,6,thinking,answer,0.00021745
6,tradeoff_and_non_monotonicity,qwen_thinking,6,thinking,causal,0.00020732
6,tradeoff_and_non_monotonicity,qwen_thinking,6,thinking,uncertainty,0.00016843
6,tradeoff_and_non_monotonicity,qwen_thinking,6,thinking,contrast,0.00017513
6,tradeoff_and_non_monotonicity,qwen_thinking,6,answer,reasoning,0.00023198
6,tradeoff_and_non_monotonicity,qwen_thinking,6,answer,answer,0.00019215
6,tradeoff_and_non_monotonicity,qwen_thinking,6,answer,causal,0.0001922
6,tradeoff_and_non_monotonicity,qwen_thinking,6,answer,uncertainty,0.00017424
6,tradeoff_and_non_monotonicity,qwen_thinking,6,answer,contrast,0.00014324
6,tradeoff_and_non_monotonicity,qwen_thinking,7,thinking,reasoning,6e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,7,thinking,answer,1e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,7,thinking,causal,1.5e-07
6,tradeoff_and_non_monotonicity,qwen_thinking,7,thinking,uncertainty,8e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,7,thinking,contrast,1.21e-06
6,tradeoff_and_non_monotonicity,qwen_thinking,7,answer,reasoning,0.00022836
6,tradeoff_and_non_monotonicity,qwen_thinking,7,answer,answer,0.00018209
6,tradeoff_and_non_monotonicity,qwen_thinking,7,answer,causal,0.00020275
6,tradeoff_and_non_monotonicity,qwen_thinking,7,answer,uncertainty,0.00016975
6,tradeoff_and_non_monotonicity,qwen_thinking,7,answer,contrast,0.0001356
6,tradeoff_and_non_monotonicity,qwen_thinking,8,thinking,reasoning,6e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,8,thinking,answer,1e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,8,thinking,causal,2e-07
6,tradeoff_and_non_monotonicity,qwen_thinking,8,thinking,uncertainty,8e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,8,thinking,contrast,1.49e-06
6,tradeoff_and_non_monotonicity,qwen_thinking,8,answer,reasoning,0.00020594
6,tradeoff_and_non_monotonicity,qwen_thinking,8,answer,answer,0.00018263
6,tradeoff_and_non_monotonicity,qwen_thinking,8,answer,causal,0.00021153
6,tradeoff_and_non_monotonicity,qwen_thinking,8,answer,uncertainty,0.00018384
6,tradeoff_and_non_monotonicity,qwen_thinking,8,answer,contrast,0.00013197
6,tradeoff_and_non_monotonicity,qwen_thinking,9,thinking,reasoning,6e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,9,thinking,answer,1e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,9,thinking,causal,2e-07
6,tradeoff_and_non_monotonicity,qwen_thinking,9,thinking,uncertainty,7e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,9,thinking,contrast,1.27e-06
6,tradeoff_and_non_monotonicity,qwen_thinking,9,answer,reasoning,0.0001878
6,tradeoff_and_non_monotonicity,qwen_thinking,9,answer,answer,0.00015977
6,tradeoff_and_non_monotonicity,qwen_thinking,9,answer,causal,0.00021356
6,tradeoff_and_non_monotonicity,qwen_thinking,9,answer,uncertainty,0.00017123
6,tradeoff_and_non_monotonicity,qwen_thinking,9,answer,contrast,0.00011483
6,tradeoff_and_non_monotonicity,qwen_thinking,10,thinking,reasoning,6e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,10,thinking,answer,1e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,10,thinking,causal,1.6e-07
6,tradeoff_and_non_monotonicity,qwen_thinking,10,thinking,uncertainty,7e-08
6,tradeoff_and_non_monotonicity,qwen_thinking,10,thinking,contrast,1.43e-06
6,tradeoff_and_non_monotonicity,qwen_thinking,10,answer,reasoning,0.00017716
6,tradeoff_and_non_monotonicity,qwen_thinking,10,answer,answer,0.00016573
6,tradeoff_and_non_monotonicity,qwen_thinking,10,answer,causal,0.00021232
6,tradeoff_and_non_monotonicity,qwen_thinking,10,answer,uncertainty,0.00018859
6,tradeoff_and_non_monotonicity,qwen_thinking,10,answer,contrast,0.00011034
6,tradeoff_and_non_monotonicity,qwen_thinking,35,thinking,reasoning,0.0
6,tradeoff_and_non_monotonicity,qwen_thinking,35,thinking,answer,0.0
6,tradeoff_and_non_monotonicity,qwen_thinking,35,thinking,causal,0.0
6,tradeoff_and_non_monotonicity,qwen_thinking,35,thinking,uncertainty,0.0
6,tradeoff_and_non_monotonicity,qwen_thinking,35,thinking,contrast,0.0
6,tradeoff_and_non_monotonicity,qwen_thinking,35,answer,reasoning,0.0
6,tradeoff_and_non_monotonicity,qwen_thinking,35,answer,answer,0.0
6,tradeoff_and_non_monotonicity,qwen_thinking,35,answer,causal,0.0
6,tradeoff_and_non_monotonicity,qwen_thinking,35,answer,uncertainty,0.0
6,tradeoff_and_non_monotonicity,qwen_thinking,35,answer,contrast,0.0
6,tradeoff_and_non_monotonicity,qwen_thinking,36,thinking,reasoning,0.00011141
6,tradeoff_and_non_monotonicity,qwen_thinking,36,thinking,answer,2.279e-05
6,tradeoff_and_non_monotonicity,qwen_thinking,36,thinking,causal,7.87e-06
6,tradeoff_and_non_monotonicity,qwen_thinking,36,thinking,uncertainty,1.161e-05
6,tradeoff_and_non_monotonicity,qwen_thinking,36,thinking,contrast,7.38e-05
6,tradeoff_and_non_monotonicity,qwen_thinking,36,answer,reasoning,3.13e-06
6,tradeoff_and_non_monotonicity,qwen_thinking,36,answer,answer,8.541e-05
6,tradeoff_and_non_monotonicity,qwen_thinking,36,answer,causal,6e-06
6,tradeoff_and_non_monotonicity,qwen_thinking,36,answer,uncertainty,4.441e-05
6,tradeoff_and_non_monotonicity,qwen_thinking,36,answer,contrast,2.74e-06
7,model_abstraction_and_breakdown,graph_answer,6,thinking,reasoning,0.0002181
7,model_abstraction_and_breakdown,graph_answer,6,thinking,answer,0.00018304
7,model_abstraction_and_breakdown,graph_answer,6,thinking,causal,0.00017775
7,model_abstraction_and_breakdown,graph_answer,6,thinking,uncertainty,0.00014623
7,model_abstraction_and_breakdown,graph_answer,6,thinking,contrast,0.0001651
7,model_abstraction_and_breakdown,graph_answer,6,answer,reasoning,0.00019232
7,model_abstraction_and_breakdown,graph_answer,6,answer,answer,0.00015803
7,model_abstraction_and_breakdown,graph_answer,6,answer,causal,0.00017478
7,model_abstraction_and_breakdown,graph_answer,6,answer,uncertainty,0.00014893
7,model_abstraction_and_breakdown,graph_answer,6,answer,contrast,0.00015601
7,model_abstraction_and_breakdown,graph_answer,7,thinking,reasoning,5e-08
7,model_abstraction_and_breakdown,graph_answer,7,thinking,answer,1e-08
7,model_abstraction_and_breakdown,graph_answer,7,thinking,causal,1e-07
7,model_abstraction_and_breakdown,graph_answer,7,thinking,uncertainty,9e-08
7,model_abstraction_and_breakdown,graph_answer,7,thinking,contrast,1.43e-06
7,model_abstraction_and_breakdown,graph_answer,7,answer,reasoning,0.00019531
7,model_abstraction_and_breakdown,graph_answer,7,answer,answer,0.00015506
7,model_abstraction_and_breakdown,graph_answer,7,answer,causal,0.00017518
7,model_abstraction_and_breakdown,graph_answer,7,answer,uncertainty,0.00014296
7,model_abstraction_and_breakdown,graph_answer,7,answer,contrast,0.00016126
7,model_abstraction_and_breakdown,graph_answer,8,thinking,reasoning,3e-08
7,model_abstraction_and_breakdown,graph_answer,8,thinking,answer,0.0
7,model_abstraction_and_breakdown,graph_answer,8,thinking,causal,9e-08
7,model_abstraction_and_breakdown,graph_answer,8,thinking,uncertainty,7e-08
7,model_abstraction_and_breakdown,graph_answer,8,thinking,contrast,1.61e-06
7,model_abstraction_and_breakdown,graph_answer,8,answer,reasoning,0.00016212
7,model_abstraction_and_breakdown,graph_answer,8,answer,answer,0.0001552
7,model_abstraction_and_breakdown,graph_answer,8,answer,causal,0.00017267
7,model_abstraction_and_breakdown,graph_answer,8,answer,uncertainty,0.00013883
7,model_abstraction_and_breakdown,graph_answer,8,answer,contrast,0.00015233
7,model_abstraction_and_breakdown,graph_answer,9,thinking,reasoning,3e-08
7,model_abstraction_and_breakdown,graph_answer,9,thinking,answer,1e-08
7,model_abstraction_and_breakdown,graph_answer,9,thinking,causal,1e-07
7,model_abstraction_and_breakdown,graph_answer,9,thinking,uncertainty,6e-08
7,model_abstraction_and_breakdown,graph_answer,9,thinking,contrast,1.63e-06
7,model_abstraction_and_breakdown,graph_answer,9,answer,reasoning,0.00014738
7,model_abstraction_and_breakdown,graph_answer,9,answer,answer,0.0001396
7,model_abstraction_and_breakdown,graph_answer,9,answer,causal,0.00018008
7,model_abstraction_and_breakdown,graph_answer,9,answer,uncertainty,0.00012724
7,model_abstraction_and_breakdown,graph_answer,9,answer,contrast,0.000144
7,model_abstraction_and_breakdown,graph_answer,10,thinking,reasoning,4e-08
7,model_abstraction_and_breakdown,graph_answer,10,thinking,answer,0.0
7,model_abstraction_and_breakdown,graph_answer,10,thinking,causal,1e-07
7,model_abstraction_and_breakdown,graph_answer,10,thinking,uncertainty,7e-08
7,model_abstraction_and_breakdown,graph_answer,10,thinking,contrast,2.12e-06
7,model_abstraction_and_breakdown,graph_answer,10,answer,reasoning,0.00015015
7,model_abstraction_and_breakdown,graph_answer,10,answer,answer,0.00015013
7,model_abstraction_and_breakdown,graph_answer,10,answer,causal,0.00019186
7,model_abstraction_and_breakdown,graph_answer,10,answer,uncertainty,0.00013554
7,model_abstraction_and_breakdown,graph_answer,10,answer,contrast,0.00013224
7,model_abstraction_and_breakdown,graph_answer,35,thinking,reasoning,0.0
7,model_abstraction_and_breakdown,graph_answer,35,thinking,answer,0.0
7,model_abstraction_and_breakdown,graph_answer,35,thinking,causal,0.0
7,model_abstraction_and_breakdown,graph_answer,35,thinking,uncertainty,0.0
7,model_abstraction_and_breakdown,graph_answer,35,thinking,contrast,0.0
7,model_abstraction_and_breakdown,graph_answer,35,answer,reasoning,0.0
7,model_abstraction_and_breakdown,graph_answer,35,answer,answer,0.0
7,model_abstraction_and_breakdown,graph_answer,35,answer,causal,0.0
7,model_abstraction_and_breakdown,graph_answer,35,answer,uncertainty,0.0
7,model_abstraction_and_breakdown,graph_answer,35,answer,contrast,0.0
7,model_abstraction_and_breakdown,graph_answer,36,thinking,reasoning,0.00093532
7,model_abstraction_and_breakdown,graph_answer,36,thinking,answer,1.494e-05
7,model_abstraction_and_breakdown,graph_answer,36,thinking,causal,1.14e-05
7,model_abstraction_and_breakdown,graph_answer,36,thinking,uncertainty,1.387e-05
7,model_abstraction_and_breakdown,graph_answer,36,thinking,contrast,0.00016543
7,model_abstraction_and_breakdown,graph_answer,36,answer,reasoning,4.91e-06
7,model_abstraction_and_breakdown,graph_answer,36,answer,answer,0.0001629
7,model_abstraction_and_breakdown,graph_answer,36,answer,causal,0.00031236
7,model_abstraction_and_breakdown,graph_answer,36,answer,uncertainty,4.29e-06
7,model_abstraction_and_breakdown,graph_answer,36,answer,contrast,4.08e-06
8,tradeoff_and_non_monotonicity,graph_graph,6,thinking,reasoning,0.00023621
8,tradeoff_and_non_monotonicity,graph_graph,6,thinking,answer,0.00020734
8,tradeoff_and_non_monotonicity,graph_graph,6,thinking,causal,0.00018725
8,tradeoff_and_non_monotonicity,graph_graph,6,thinking,uncertainty,0.00015641
8,tradeoff_and_non_monotonicity,graph_graph,6,thinking,contrast,0.00017175
8,tradeoff_and_non_monotonicity,graph_graph,6,answer,reasoning,0.00019602
8,tradeoff_and_non_monotonicity,graph_graph,6,answer,answer,0.00014405
8,tradeoff_and_non_monotonicity,graph_graph,6,answer,causal,0.00018111
8,tradeoff_and_non_monotonicity,graph_graph,6,answer,uncertainty,0.00015093
8,tradeoff_and_non_monotonicity,graph_graph,6,answer,contrast,0.00014058
8,tradeoff_and_non_monotonicity,graph_graph,7,thinking,reasoning,5e-08
8,tradeoff_and_non_monotonicity,graph_graph,7,thinking,answer,1e-08
8,tradeoff_and_non_monotonicity,graph_graph,7,thinking,causal,1.3e-07
8,tradeoff_and_non_monotonicity,graph_graph,7,thinking,uncertainty,8e-08
8,tradeoff_and_non_monotonicity,graph_graph,7,thinking,contrast,1.3e-06
8,tradeoff_and_non_monotonicity,graph_graph,7,answer,reasoning,0.00019106
8,tradeoff_and_non_monotonicity,graph_graph,7,answer,answer,0.00014335
8,tradeoff_and_non_monotonicity,graph_graph,7,answer,causal,0.00018374
8,tradeoff_and_non_monotonicity,graph_graph,7,answer,uncertainty,0.00015109
8,tradeoff_and_non_monotonicity,graph_graph,7,answer,contrast,0.00013662
8,tradeoff_and_non_monotonicity,graph_graph,8,thinking,reasoning,4e-08
8,tradeoff_and_non_monotonicity,graph_graph,8,thinking,answer,1e-08
8,tradeoff_and_non_monotonicity,graph_graph,8,thinking,causal,1.5e-07
8,tradeoff_and_non_monotonicity,graph_graph,8,thinking,uncertainty,7e-08
8,tradeoff_and_non_monotonicity,graph_graph,8,thinking,contrast,1.45e-06
8,tradeoff_and_non_monotonicity,graph_graph,8,answer,reasoning,0.00017607
8,tradeoff_and_non_monotonicity,graph_graph,8,answer,answer,0.00014286
8,tradeoff_and_non_monotonicity,graph_graph,8,answer,causal,0.00018932
8,tradeoff_and_non_monotonicity,graph_graph,8,answer,uncertainty,0.00015761
8,tradeoff_and_non_monotonicity,graph_graph,8,answer,contrast,0.00013089
8,tradeoff_and_non_monotonicity,graph_graph,9,thinking,reasoning,5e-08
8,tradeoff_and_non_monotonicity,graph_graph,9,thinking,answer,1e-08
8,tradeoff_and_non_monotonicity,graph_graph,9,thinking,causal,1.7e-07
8,tradeoff_and_non_monotonicity,graph_graph,9,thinking,uncertainty,8e-08
8,tradeoff_and_non_monotonicity,graph_graph,9,thinking,contrast,1.52e-06
8,tradeoff_and_non_monotonicity,graph_graph,9,answer,reasoning,0.00017171
8,tradeoff_and_non_monotonicity,graph_graph,9,answer,answer,0.00012706
8,tradeoff_and_non_monotonicity,graph_graph,9,answer,causal,0.0001967
8,tradeoff_and_non_monotonicity,graph_graph,9,answer,uncertainty,0.0001623
8,tradeoff_and_non_monotonicity,graph_graph,9,answer,contrast,0.0001174
8,tradeoff_and_non_monotonicity,graph_graph,10,thinking,reasoning,5e-08
8,tradeoff_and_non_monotonicity,graph_graph,10,thinking,answer,1e-08
8,tradeoff_and_non_monotonicity,graph_graph,10,thinking,causal,1.6e-07
8,tradeoff_and_non_monotonicity,graph_graph,10,thinking,uncertainty,8e-08
8,tradeoff_and_non_monotonicity,graph_graph,10,thinking,contrast,1.82e-06
8,tradeoff_and_non_monotonicity,graph_graph,10,answer,reasoning,0.00015115
8,tradeoff_and_non_monotonicity,graph_graph,10,answer,answer,0.000136
8,tradeoff_and_non_monotonicity,graph_graph,10,answer,causal,0.00021661
8,tradeoff_and_non_monotonicity,graph_graph,10,answer,uncertainty,0.00016125
8,tradeoff_and_non_monotonicity,graph_graph,10,answer,contrast,0.00011173
8,tradeoff_and_non_monotonicity,graph_graph,35,thinking,reasoning,0.0
8,tradeoff_and_non_monotonicity,graph_graph,35,thinking,answer,0.0
8,tradeoff_and_non_monotonicity,graph_graph,35,thinking,causal,0.0
8,tradeoff_and_non_monotonicity,graph_graph,35,thinking,uncertainty,0.0
8,tradeoff_and_non_monotonicity,graph_graph,35,thinking,contrast,0.0
8,tradeoff_and_non_monotonicity,graph_graph,35,answer,reasoning,0.0
8,tradeoff_and_non_monotonicity,graph_graph,35,answer,answer,0.0
8,tradeoff_and_non_monotonicity,graph_graph,35,answer,causal,0.0
8,tradeoff_and_non_monotonicity,graph_graph,35,answer,uncertainty,0.0
8,tradeoff_and_non_monotonicity,graph_graph,35,answer,contrast,0.0
8,tradeoff_and_non_monotonicity,graph_graph,36,thinking,reasoning,0.00016478
8,tradeoff_and_non_monotonicity,graph_graph,36,thinking,answer,3.734e-05
8,tradeoff_and_non_monotonicity,graph_graph,36,thinking,causal,1.264e-05
8,tradeoff_and_non_monotonicity,graph_graph,36,thinking,uncertainty,1.537e-05
8,tradeoff_and_non_monotonicity,graph_graph,36,thinking,contrast,6.323e-05
8,tradeoff_and_non_monotonicity,graph_graph,36,answer,reasoning,8e-06
8,tradeoff_and_non_monotonicity,graph_graph,36,answer,answer,0.00023648
8,tradeoff_and_non_monotonicity,graph_graph,36,answer,causal,0.00095257
8,tradeoff_and_non_monotonicity,graph_graph,36,answer,uncertainty,1.282e-05
8,tradeoff_and_non_monotonicity,graph_graph,36,answer,contrast,7.53e-06
9,model_abstraction_and_breakdown,graph_answer,6,thinking,reasoning,0.00024288
9,model_abstraction_and_breakdown,graph_answer,6,thinking,answer,0.00019474
9,model_abstraction_and_breakdown,graph_answer,6,thinking,causal,0.00020425
9,model_abstraction_and_breakdown,graph_answer,6,thinking,uncertainty,0.00016724
9,model_abstraction_and_breakdown,graph_answer,6,thinking,contrast,0.00017373
9,model_abstraction_and_breakdown,graph_answer,6,answer,reasoning,0.00021567
9,model_abstraction_and_breakdown,graph_answer,6,answer,answer,0.00018395
9,model_abstraction_and_breakdown,graph_answer,6,answer,causal,0.00019241
9,model_abstraction_and_breakdown,graph_answer,6,answer,uncertainty,0.00017005
9,model_abstraction_and_breakdown,graph_answer,6,answer,contrast,0.00017458
9,model_abstraction_and_breakdown,graph_answer,7,thinking,reasoning,7e-08
9,model_abstraction_and_breakdown,graph_answer,7,thinking,answer,1e-08
9,model_abstraction_and_breakdown,graph_answer,7,thinking,causal,1.6e-07
9,model_abstraction_and_breakdown,graph_answer,7,thinking,uncertainty,9e-08
9,model_abstraction_and_breakdown,graph_answer,7,thinking,contrast,1.56e-06
9,model_abstraction_and_breakdown,graph_answer,7,answer,reasoning,0.00021676
9,model_abstraction_and_breakdown,graph_answer,7,answer,answer,0.00018027
